小区名字,总价（万元）,单价（元/平方）,建筑面积（m2）,套内面积（m2）,上架时间,上次交易时间,地区,
野风海天城,360,29547,121.84,暂无数,2018/7/13,2010/7/8,下沙,沿江北
越秀星汇悦城,277,32024,86.5,72,2018/7/14,2017/7/14,余杭,良渚
沈塘新村,470,62014,75.79,暂无数,2018/7/14,2000/12/13,西湖,学军
金衙庄公寓,618,45566,135.63,122.17,2018/7/15,2009/11/22,上城,潮鸣
亿丰蔚蓝郡,400,34642,115.47,90.35,2018/7/15,2013/8/5,余杭,良渚
北银公寓,300,29479,101.77,82.61,2018/7/15,2009/6/3,下沙,高教园区西
铭和苑新荷坊,295,33561,87.9,70.38,2018/7/15,2011/7/10,下沙,金沙湖
耀江文鼎苑,830,61738,134.44,110.4,2018/7/15,2008/4/15,西湖,申花
夕照新村,270,57717,46.78,暂无数,2018/7/16,2007/11/23,江干,四季青
朝晖五区,330,44421,74.29,68.38,2018/7/16,2013/3/13,下城,朝晖
长睦锦苑,225,26338,85.43,暂无数,2018/7/16,2008/7/3,江干,丁桥
泰和苑,225,43605,51.6,44.55,2018/7/17,2014/8/29,下城,潮鸣
浙江大学华家池校区,386,48359,79.82,暂无数,2018/7/17,1997/7/9,江干,华家池
东海未名园,430,31160,138,暂无数,2018/7/18,2007/5/18,下沙,高教园区西
木材新村,330,55194,59.79,暂无数,2018/7/18,1999/8/16,上城,南星
三塘沁园,220,40338,54.54,45.77,2018/7/18,2013/7/23,下城,三塘
朝晖八区,280,49823,56.2,52.71,2018/7/19,2013/3/29,下城,朝晖
万家星城,430,48987,87.78,70.39,2018/7/20,2012/7/10,下城,三塘
美之园东区,360,28016,128.5,暂无数,2018/7/20,2005/7/1,萧山,湘湖
水车河弄,165,21826,75.6,暂无数,2018/7/20,2010/6/30,余杭,临平
通和戈雅公寓,290,30852,94,暂无数,2018/7/20,2008/7/28,萧山,闻堰
瑞立中央花城,750,54938,136.52,106.08,2018/7/21,2009/11/11,滨江,滨江区政府
金世纪红枫苑,260,19243,135.12,暂无数,2018/7/21,2007/10/18,余杭,临平
采荷街道青荷苑,330,54654,60.38,55.29,2018/7/22,2006/7/13,江干,采荷
庭院深深,255,28356,89.93,暂无数,2018/7/23,2014/9/9,余杭,闲林
欣盛东方郡西区,550,61715,89.12,69.78,2018/7/23,2011/9/21,滨江,滨江区政府
华艺星座,225,25630,87.79,68.78,2018/7/24,2010/12/23,余杭,星桥
紫花苑,335,49785,67.29,59.74,2018/7/24,2012/2/15,上城,复兴
中兴公寓,330,43971,75.05,暂无数,2018/7/24,2010/6/1,西湖,文三西路
名城湖左岸,530,40811,129.87,92.32,2018/7/25,2013/7/3,下沙,金沙湖
后珠美都雅苑,235,26626,88.26,暂无数,2018/7/25,2007/11/27,江干,丁桥
景上公寓,470,50833,92.46,77.3,2018/7/25,2008/11/14,拱墅,和睦
康都紫轩,620,69663,89,63.91,2018/7/25,2012/5/24,上城,南星
建工新村,386,64973,59.41,暂无数,2018/7/25,2000/3/10,西湖,学军
铭和苑桂雨坊,252,28220,89.3,72.98,2018/7/25,2007/12/18,下沙,金沙湖
万家星城,410,46292,88.57,70.39,2018/7/26,2012/8/23,下城,三塘
景苑公寓,298,41825,71.25,暂无数,2018/7/26,2007/1/2,江干,景芳
协安紫郡,395,44263,89.24,70.56,2018/7/27,2013/7/5,西湖,三墩
蚕花园永庆坊,350,38937,89.89,72.31,2018/7/27,2004/9/20,拱墅,拱宸桥
新星小区,378,31448,120.2,暂无数,2018/7/27,2004/5/19,西湖,三墩
朝晖六区,325,44080,73.73,暂无数,2018/7/27,2000/11/2,下城,朝晖
金色黎明一期,450,50280,89.5,暂无数,2018/7/27,2012/7/1,江干,笕桥
石桥设计二院,280,38039,73.61,67.93,2018/7/27,2012/8/29,下城,石桥
江南铭庭,365,41012,89,暂无数,2018/7/28,2013/4/11,滨江,白马湖
金都花园,248,35379,70.1,暂无数,2018/7/29,2005/8/5,西湖,文三西路
白马尊邸,470,38869,120.92,99.51,2018/7/29,2010/10/29,西湖,三墩
机神新村,190,38713,49.08,暂无数,2018/7/29,2004/4/2,江干,闸弄口
亲亲家园一期,400,31916,125.33,暂无数,2018/7/30,2005/12/9,余杭,三墩
三宝新村,353,42965,82.16,暂无数,2018/7/30,2012/2/17,拱墅,信义坊
金都梧桐苑,392,26724,146.69,125.4,2018/7/31,2009/12/25,余杭,翡翠城
梅堰小区,190,21678,87.65,暂无数,2018/7/31,2010/8/15,余杭,临平
大塘新村,350,46980,74.5,暂无数,2018/7/31,2001/5/2,拱墅,湖墅
华盛星洲翠谷,198,15988,123.85,113.28,2018/8/1,2015/12/2,余杭,小和山
文二路162号,488,64525,75.63,暂无数,2018/8/1,2010/3/12,西湖,文教
里东山弄,436,68640,63.52,暂无数,2018/8/1,2009/8/26,西湖,黄龙
三里亭苑三区,278,40543,68.57,58,2018/8/2,2004/8/1,江干,三里亭
欣盛东方郡西区,555,62444,88.88,68.71,2018/8/2,2011/10/26,滨江,滨江区政府
复兴南苑,230,47857,48.06,暂无数,2018/8/2,2001/4/10,上城,复兴
北城枫景园,230,27711,83,76.75,2018/8/2,2013/3/22,江干,丁桥
水岸帝景,972,64991,149.56,116.19,2018/8/3,2008/8/18,江干,钱江新城
万科草庄,650,49273,131.92,105.14,2018/8/3,2013/6/1,江干,笕桥
紫金港湾,368,38041,96.74,75.15,2018/8/3,2011/5/27,西湖,三墩
花园西村,530,68317,77.58,暂无数,2018/8/3,2007/6/12,西湖,文教
丹枫新村,280,42297,66.2,60.34,2018/8/4,2009/4/3,西湖,文三西路
东方豪园,450,35900,125.35,99.87,2018/8/4,2009/12/31,下城,朝晖
坤和和家园,345,44231,78,暂无数,2018/8/4,2012/8/9,西湖,西溪
新世纪花苑,388,33887,114.5,暂无数,2018/8/4,2011/1/21,西湖,三墩
武林门新村,510,68475,74.48,74.48,2018/8/5,2000/12/1,西湖,文三
武林路,285,59425,47.96,40.03,2018/8/5,2009/7/15,下城,武林
朝晖五区,265,40013,66.23,暂无数,2018/8/5,2000/11/21,下城,朝晖
大华海派风景,335,39027,85.84,暂无数,2018/8/6,2012/3/21,余杭,万达广场
夕照新村,320,53325,60.01,56.79,2018/8/7,1999/7/21,江干,四季青
大关西三苑,260,43735,59.45,暂无数,2018/8/7,2006/5/23,拱墅,大关
东新桥,350,43926,79.68,71.41,2018/8/7,2010/8/11,下城,朝晖
花园西村,440,78854,55.8,暂无数,2018/8/7,2000/10/13,西湖,文教
金隅观澜时代朗轩,275,29256,94,74.31,2018/8/8,2013/1/21,下沙,沿江南
假山新村,275,42518,64.68,58.29,2018/8/8,2013/5/23,拱墅,德胜
闲林山水紫薇苑,260,28896,89.98,暂无数,2018/8/8,2011/8/19,余杭,闲林
雅居乐国际花园,200,22460,89.05,暂无数,2018/8/9,2018/6/20,余杭,闲林
东都公寓,292,34845,83.8,73.55,2018/8/9,2007/4/1,江干,九堡
新江花园,285,36131,78.88,暂无数,2018/8/9,2012/8/17,江干,九堡
梦琴湾,380,22082,172.09,135.23,2018/8/9,2012/10/11,下沙,沿江北
现代景苑,650,47911,135.67,105.9,2018/8/9,2011/6/13,下城,和平
德胜东村,171,38000,45,40.61,2018/8/9,2010/10/27,下城,德胜东
德胜新村,220,40235,54.68,51.04,2018/8/10,2009/3/9,拱墅,德胜
武林路,293,54849,53.42,46.43,2018/8/10,2008/10/27,下城,武林
严衙弄,300,44850,66.89,暂无数,2018/8/10,2012/10/22,上城,清泰
金雅苑社区,280,31859,87.89,暂无数,2018/8/10,2011/5/24,江干,九堡
金隅观澜时代天筑,230,25843,89,62.29,2018/8/10,2011/8/31,下沙,沿江南
金色黎明二期,430,49070,87.63,暂无数,2018/8/11,2013/3/1,江干,笕桥
长睦邻里人家东苑,248,27834,89.1,暂无数,2018/8/11,2008/10/12,江干,丁桥
石灰桥新村,498,62753,79.36,暂无数,2018/8/11,2001/2/12,西湖,文教
绿城蓝庭东区,350,24940,140.34,暂无数,2018/8/12,2009/12/14,余杭,临平
三里亭苑四区,240,41054,58.46,暂无数,2018/8/12,2013/7/11,江干,三里亭
裕园公寓,198,31231,63.4,57.27,2018/8/12,2013/5/31,下沙,高教园区西
康乐香港城,280,39683,70.56,暂无数,2018/8/12,2012/10/15,西湖,文三西路
丁桥景园南苑,248,25985,95.44,暂无数,2018/8/13,2009/8/31,江干,丁桥
高官弄公寓,580,49366,117.49,107.82,2018/8/13,2010/7/6,上城,潮鸣
老浙大直路11-25号,266,46173,57.61,暂无数,2018/8/13,1999/6/21,上城,潮鸣
三江花园,335,26345,127.16,100.99,2018/8/14,2005/7/3,萧山,闻堰
金厦公寓,310,37732,82.16,暂无数,2018/8/15,2005/6/6,西湖,三墩
景芳四区,230,48575,47.35,暂无数,2018/8/15,2001/4/23,江干,景芳
德胜新村,220,37678,58.39,暂无数,2018/8/15,1998/2/7,拱墅,德胜
朝晖六区,255,39560,64.46,暂无数,2018/8/15,2001/6/11,下城,朝晖
野风海天城,300,31342,95.72,74.37,2018/8/16,2013/9/16,下沙,沿江北
白金海岸,490,50736,96.58,暂无数,2018/8/16,2007/5/24,滨江,长河
元都新景公寓,295,32262,91.44,72.62,2018/8/16,2011/4/28,下城,石桥
打铁关新村,309,40130,77,68.07,2018/8/16,2009/5/11,下城,和平
中尚橄榄树花园（南区）,205,24405,84,暂无数,2018/8/16,2009/8/13,余杭,崇贤
绿城兰桂花园,700,63217,110.73,110,2018/8/16,2005/3/17,西湖,文一西路
万科魅力之城,315,35275,89.3,74.92,2018/8/16,2009/6/9,江干,九堡
宋都阳光国际,340,38681,87.9,64.57,2018/8/16,2012/8/6,江干,九堡
凤鸣苑,378,57985,65.19,52.36,2018/8/17,2010/9/27,下城,潮鸣
蓝桥名苑,280,31946,87.65,暂无数,2018/8/17,2010/8/15,江干,九堡
保利江语海,345,40117,86,62.44,2018/8/17,2013/9/13,下沙,高教园区东
复地连城国际,220,28498,77.2,暂无数,2018/8/18,2010/6/1,余杭,乔司
邮电路16-38号,245,80805,30.32,暂无数,2018/8/18,2004/4/28,上城,湖滨
四季风景苑,290,32821,88.36,69.7,2018/8/18,2011/6/14,下沙,高教园区西
朝阳西路17号,135,21361,63.2,暂无数,2018/8/18,2010/9/13,余杭,临平
后珠辰秀嘉园南区,252,27699,90.98,暂无数,2018/8/19,2013/1/8,江干,丁桥
九莲新村,270,45417,59.45,暂无数,2018/8/19,2011/3/1,西湖,九莲
十亩田家园,400,41456,96.49,暂无数,2018/8/19,2003/9/19,上城,复兴
湘湖人家,270,30585,88.28,暂无数,2018/8/19,2011/2/17,萧山,闻堰
临平桂花城北区,360,28529,126.19,105.53,2018/8/20,2012/9/13,余杭,临平
康乐香港城,270,38922,69.37,60.67,2018/8/20,2000/8/1,西湖,文三西路
大学路新村,170,49912,34.06,30.08,2018/8/25,2016/3/16,上城,潮鸣
文苑风情,145,31271,46.37,31.84,2018/8/25,2006/4/1,下沙,高教园区西
中兴公寓,345,47016,73.38,暂无数,2018/9/2,2002/9/19,西湖,文三西路
中兴公寓,450,51027,88.19,暂无数,2018/9/4,2015/12/7,西湖,文三西路
广厦天都城天泉苑,266,22254,119.53,105.56,2018/9/4,2016/8/28,余杭,星桥
龙湖滟澜山澜轩,233,38834,60,暂无数,2018/9/4,2013/11/29,下沙,金沙湖
桃源春居,355,38087,93.21,86.51,2018/9/5,2010/4/12,西湖,嘉绿
濮家新村,239,46435,51.47,46.28,2018/9/5,2012/5/24,江干,闸弄口
黄龙公寓,500,39408,126.88,暂无数,2018/9/5,2009/8/26,西湖,古荡
社坛苑,790,53797,146.85,暂无数,2018/9/5,2002/6/3,下城,天水
阳光逸城,205,26099,78.55,暂无数,2018/9/6,2010/9/5,江干,丁桥
星河景庭公寓,460,32164,143.02,129.47,2018/9/6,2006/6/12,萧山,萧山市区
君兰华庭,200,23910,83.65,暂无数,2018/9/6,2016/6/15,余杭,崇贤
师苑新村,515,67684,76.09,暂无数,2018/9/6,2008/12/23,西湖,文教
浙江油田留下小区,185,32174,57.5,51.6,2018/9/6,2000/3/1,西湖,西溪
星雅嘉园逸景苑,210,25739,81.59,暂无数,2018/9/7,2014/4/1,余杭,星桥
西溪蝶园二期,1000,57475,173.99,144.51,2018/9/7,2014/7/22,西湖,西溪
星桥桂花城,205,24825,82.58,暂无数,2018/9/7,2014/7/15,余杭,星桥
瑞立东方花城,420,47192,89,暂无数,2018/9/7,2016/5/25,滨江,西兴
翠苑三区,182,46394,39.23,暂无数,2018/9/8,2016/8/15,西湖,翠苑
大关东一苑,285,43847,65,暂无数,2018/9/8,2016/6/11,拱墅,大关
万泰新语,280,35145,79.67,暂无数,2018/9/8,2015/4/10,下城,石桥
荣华里,280,43607,64.21,53.74,2018/9/8,2013/10/18,拱墅,拱宸桥
闲林山水海棠苑,300,22389,134,123.24,2018/9/9,2008/4/11,余杭,闲林
大关东二苑,255,38077,66.97,62.85,2018/9/9,2014/7/7,拱墅,大关
荣安望江南,550,62664,87.77,66.54,2018/9/9,2016/4/6,滨江,滨江区政府
宋都晨光国际,330,36971,89.26,暂无数,2018/9/9,2014/6/23,下沙,沿江南
铂金名筑,375,43413,86.38,68.03,2018/9/9,2016/8/3,滨江,长河
通和戈雅公寓,300,34719,86.41,67.26,2018/9/10,2015/9/16,萧山,闻堰
美政花苑,480,44224,108.54,暂无数,2018/9/10,2005/4/25,上城,复兴
后珠美都雅苑,230,26301,87.45,暂无数,2018/9/11,2012/9/13,江干,丁桥
保利玫瑰湾,235,28659,82,65,2018/9/11,2014/5/8,下沙,沿江南
远洋大河宸章,560,62725,89.28,67.43,2018/9/11,2015/10/21,拱墅,桥西
美政花苑,230,48442,47.48,暂无数,2018/9/17,2015/5/19,上城,复兴
西溪诚园明礼苑,550,37866,145.25,102.19,2018/3/9,2016/4/2,西湖,西溪
金棕榈花园,585,41419,141.24,暂无数,2018/5/15,2008/5/26,上城,复兴
金棕榈花园,980,52483,186.73,158.03,2018/5/28,2005/5/26,上城,复兴
潮人汇,168,21000,80,暂无数,2018/6/3,2012/6/7,滨江,彩虹城
怡乐银座,226,18943,119.31,暂无数,2018/6/15,2010/5/3,下城,石桥
绿园,1350,73370,184,暂无数,2018/6/30,2016/7/13,西湖,黄龙
水印城,380,61104,62.19,46.41,2018/7/14,2015/4/3,滨江,长河
怡乐银座,200,18481,108.22,82.31,2018/8/10,2012/11/19,下城,石桥
德意中兴广场,308,20771,148.29,暂无数,2018/8/12,2008/4/3,萧山,萧山新城区
清水公寓,1350,59891,225.41,184.47,2015/3/28,2013/1/6,拱墅,德胜
盛世钱塘,1300,70366,184.75,150.49,2015/9/26,2010/1/21,江干,钱江新城
丹金桂花园,1500,60314,248.7,南 ,2017/1/8,2012/12/7,西湖,文三西路
新世纪花苑,350,33981,103,93.62,2017/5/7,2010/11/17,西湖,三墩
威尼斯水城,580,30807,188.27,171.7,2017/5/15,2007/10/14,萧山,湘湖
沁雅花园,540,39156,137.91,暂无数,2017/5/20,2003/1/6,西湖,文三西路
稻香园北区,418,39978,104.56,99,2017/6/18,2007/5/29,拱墅,湖墅
绿城兰园,650,73281,88.7,暂无数,2017/6/22,2014/12/23,下城,建国北路
九溪玫瑰园,600,37391,160.47,暂无数,2017/6/22,1993/7/3,西湖,之江
东方苑,600,34515,173.84,暂无数,2017/6/28,2012/9/12,西湖,之江
左岸花园,646,32829,196.78,175,2017/7/9,2007/5/12,拱墅,拱宸桥
九龙仓君廷,200,23447,85.3,暂无数,2017/7/13,2015/12/16,余杭,塘栖
东海闲湖城,300,25631,117.05,90.41,2017/7/26,2016/8/26,余杭,闲林
九莲新村,330,43767,75.4,67.86,2017/8/5,1987/6/10,西湖,九莲
北景园月桂苑,263,31771,82.78,72.94,2017/8/7,2011/10/27,下城,石桥
天成嘉苑,750,37314,201,暂无数,2017/8/10,2015/11/18,江干,三里亭
富丽苑,390,35869,108.73,暂无数,2017/8/16,2001/2/6,西湖,嘉绿
秋水苑,585,43334,135,114,2017/8/29,2003/10/9,西湖,文三西路
三里新城桂苑,310,38419,80.69,72.85,2017/8/31,1998/9/25,江干,三里亭
爵士风情花园,340,19811,171.63,156.44,2017/9/9,2010/4/2,余杭,闲林
流水苑,580,37420,155,暂无数,2017/10/9,2008/1/21,下城,流水苑
新华路小区,178,42820,41.57,暂无数,2017/10/11,2000/6/15,下城,长庆
庆隆苑,270,41469,65.11,46.45,2017/10/11,2014/9/23,拱墅,和睦
府新花园东区,420,48505,86.59,暂无数,2017/10/22,2001/2/8,西湖,文三西路
绿城风华苑,330,20764,158.93,130.26,2017/10/23,2015/3/6,余杭,临平
朝晖九区,250,39683,63,59.7,2017/10/29,2014/7/1,下城,朝晖
锦绣新村,230,43299,53.12,暂无数,2017/11/1,2015/8/25,拱墅,湖墅
湖畔花园吐翠苑,706,36126,195.43,195.43,2017/11/2,2002/6/24,西湖,文一西路
赞成林风沁林苑,900,61657,145.97,119.72,2017/11/10,2008/6/26,上城,南星
古荡新村西区,260,42568,61.08,56.33,2017/11/12,2007/11/9,西湖,古荡
坤和和家园,450,50676,88.8,69.66,2017/11/18,2016/2/26,西湖,西溪
天城铭园,283,40234,70.34,暂无数,2017/11/18,2006/11/1,江干,闸弄口
金昌春和钱塘,618,50232,123.03,95.89,2017/11/19,2015/9/15,萧山,钱江世纪城
德意空港国际,360,27228,132.22,106.86,2017/11/21,2016/1/20,萧山,大江东
红苹果家园,360,31932,112.74,90.99,2017/11/23,2015/12/12,江干,九堡
爵士风情花园,245,21875,112,100,2017/11/27,2014/4/15,余杭,闲林
文华苑,373,55589,67.1,59.6,2017/11/27,2006/3/21,上城,近江
和苑小区,455,45301,100.44,89.76,2017/11/30,2011/12/3,西湖,申花
中海紫藤苑,480,37677,127.4,104.87,2017/11/30,2015/3/31,西湖,三墩
东海柠檬郡,460,34004,135.28,104.98,2017/12/1,2015/10/10,下沙,工业园南
亲亲家园一期,415,31956,129.87,110,2017/12/2,2008/11/15,余杭,三墩
顺发康庄,330,37932,87,67.32,2017/12/7,2015/8/18,萧山,钱江世纪城
凤起都市花园,1300,52846,246,暂无数,2017/12/11,2005/3/28,下城,长庆
风景蝶院留园,310,37095,83.57,暂无数,2017/12/12,2011/6/15,滨江,白马湖
岸上蓝山,225,26704,84.26,72.38,2017/12/13,2010/4/1,余杭,闲林
东冠逸景花苑,275,32529,84.54,72.43,2017/12/13,2014/1/14,余杭,乔司
华元美林公馆,350,39251,89.17,70.12,2017/12/14,2014/9/29,余杭,西溪
北景园菊香苑,430,26225,163.97,149.6,2017/12/19,2015/8/12,下城,石桥
庆隆苑,550,33710,163.16,146.61,2017/12/22,2006/6/5,拱墅,和睦
浅水湾城市花园,825,49169,167.79,142,2017/12/23,2016/4/22,拱墅,湖墅
顺发吉祥半岛,485,55582,87.26,68.19,2017/12/25,2016/3/28,拱墅,桥西
流水北苑,235,43128,54.49,47.41,2017/12/26,2009/4/8,下城,流水苑
赞成美树,275,31340,87.75,70,2017/12/30,2015/2/11,余杭,勾庄
湘湖人家,355,25540,139,126.13,2017/12/31,2009/11/16,萧山,闻堰
景苑公寓,345,45407,75.98,57.82,2017/12/31,2013/4/23,江干,景芳
良渚文化村白鹭郡南,260,29227,88.96,78.45,2018/1/3,2010/6/21,余杭,良渚
朝晖六区,295,42885,68.79,63.55,2018/1/3,2003/6/16,下城,朝晖
汇鑫枫景苑,552,44944,122.82,111.15,2018/1/12,2012/8/23,江干,南肖埠
佳境天城佳合苑,750,43684,171.69,146.12,2018/1/16,2016/1/29,萧山,钱江世纪城
宋都晨光国际,303,34164,88.69,65.33,2018/1/18,2016/7/20,下沙,沿江南
新安嘉苑,350,41362,84.62,67.86,2018/1/22,2013/6/4,西湖,文三西路
通和戈雅公寓,365,27038,135,119,2018/1/23,2010/8/10,萧山,闻堰
嘉南公寓吟泉居,1200,62864,190.89,,2018/1/28,2003/6/5,西湖,文一西路
双荡新村,316,40986,77.1,65,2018/1/30,2016/1/5,拱墅,信义坊
耀江文鼎苑,1080,65854,164,130.62,2018/2/22,2013/3/15,西湖,申花
梦琴湾,440,25434,173,136.32,2018/2/23,2013/7/23,下沙,沿江北
理想康城国际,385,28291,136.09,暂无数,2018/2/23,2011/1/13,余杭,临平
紫金公寓,330,38449,85.83,暂无数,2018/2/23,2016/6/6,西湖,文三西路
兰庭国际,820,55440,147.91,暂无数,2018/2/23,2016/4/25,西湖,文教
多蓝水岸银沙苑,390,28932,134.8,暂无数,2018/2/23,2012/5/2,下沙,沿江北
香樟公寓,630,37845,166.47,150.27,2018/2/24,2011/1/13,西湖,文三西路
圣奥领寓,325,36670,88.63,73.29,2018/2/25,2012/10/11,江干,九堡
上尚庭,455,51553,88.26,70.92,2018/2/25,2014/7/11,拱墅,申花
世贸丽晶城,1380,88462,156,129.16,2018/2/27,2013/9/27,西湖,九莲
盛元慧谷,600,42254,142,暂无数,2018/2/28,2010/7/12,滨江,彩虹城
三墩颐景园,650,39330,165.27,141.51,2018/2/28,2009/9/2,西湖,三墩
大华海派风景,430,39606,108.57,89,2018/3/1,2013/10/11,余杭,万达广场
岸上蓝山,290,22308,130,暂无数,2018/3/4,2011/12/13,余杭,闲林
佳境天城境合苑,310,59285,52.29,暂无数,2018/3/4,2014/4/22,萧山,钱江世纪城
近江家园三园,920,50186,183.32,160.57,2018/3/5,2014/11/4,上城,近江
亲亲家园三期,465,31704,146.67,124.93,2018/3/6,2016/4/20,余杭,三墩
嘉绿文苑,680,50899,133.6,暂无数,2018/3/7,2015/2/13,西湖,嘉绿
古荡新村西区,257,44349,57.95,52.35,2018/3/9,2009/6/16,西湖,古荡
龙禧大酒店,265,33138,79.97,暂无数,2018/3/9,2004/3/1,滨江,彩虹城
天福花园,390,48641,80.18,暂无数,2018/3/9,2000/5/3,上城,近江
天海阳光地带,236,20704,113.99,95.35,2018/3/9,2009/11/20,萧山,萧山新城区
之江九里,996,39524,252,暂无数,2018/3/10,2010/11/12,西湖,之江
江南豪园,520,46600,111.59,93.79,2018/3/10,2013/5/6,滨江,滨江区政府
绿城蓝色钱江,3350,93030,360.1,291.75,2018/3/10,2014/5/21,上城,南星
保利江语海,225,36291,62,46.15,2018/3/10,2013/8/28,下沙,高教园区东
保利江语海,225,35720,62.99,47.12,2018/3/10,2013/11/22,下沙,高教园区东
钱塘梧桐蓝山,270,30900,87.38,66.74,2018/3/12,2014/2/20,余杭,临平
德信中外公寓,369,41156,89.66,暂无数,2018/3/12,2014/4/14,下沙,金沙湖
东和云第,355,40768,87.08,暂无数,2018/3/16,2015/11/5,滨江,浦沿
绿城明月江南,1270,63577,199.76,暂无数,2018/3/17,2016/7/29,滨江,滨江区政府
金都新城,580,45214,128.28,暂无数,2018/3/20,1998/12/25,西湖,文三西路
好望角公寓,680,41265,164.79,暂无数,2018/3/20,2005/4/12,上城,复兴
坤和和家园,1000,50252,199,暂无数,2018/3/24,2016/1/1,西湖,西溪
牛脚湾住宅小区,162,29655,54.63,暂无数,2018/3/24,2008/4/17,萧山,萧山市区
天虹公寓,272,30402,89.47,66.35,2018/3/29,2010/8/12,西湖,申花
万象城悦府,720,79859,90.16,64.74,2018/3/30,2016/4/22,江干,钱江新城
岸上蓝山,220,23656,93,83,2018/4/1,2004/7/6,余杭,闲林
林司后,270,44963,60.05,暂无数,2018/4/4,2009/5/1,下城,长庆
开元广场,240,28373,84.59,64.86,2018/4/4,2016/5/9,萧山,南部卧城
开元广场,230,27825,82.66,63.38,2018/4/4,2016/6/13,萧山,南部卧城
寰宇天下,1495,57863,258.37,209,2018/4/7,2016/1/6,滨江,滨江区政府
良渚文化村白鹭郡南,290,32802,88.41,78,2018/4/8,2014/1/18,余杭,良渚
江南摩卡,340,26772,127,113.93,2018/4/9,2015/7/1,萧山,闻堰
三墩颐景园,650,38236,170,165,2018/4/11,2014/11/12,西湖,三墩
古荡新村西区,260,41614,62.48,58.67,2018/4/12,2013/9/5,西湖,古荡
华元云水苑,379,29333,129.21,129.21,2018/4/16,2010/4/13,下沙,高教园区东
京都苑,382,43668,87.48,暂无数,2018/4/17,2000/3/29,下城,流水苑
